model_name,mmlu_acc,mmlu_acc_stderr,mmlu_humanities_acc,mmlu_other_acc,mmlu_social_sciences_acc,mmlu_stem_acc,json_path
models/google_gemma-3-12b-it_vera_trAll_vera_r1024_lr1e-6,0.7153539381854437,0.003575657394783842,0.6393198724760892,0.767621499839073,0.8202794930126747,0.6749127814779575,google_gemma-3-12b-it_vera_trAll_lr1e-6/models__google_gemma-3-12b-it_vera_trAll_vera_r1024_lr1e-6/results_2026-01-19T00-16-05.691423.json
models/google_gemma-3-12b-it_vera_trAll_vera_r1024_lr1e-5,0.7144281441390116,0.0035784779864908023,0.6378320935175346,0.7666559382040553,0.8196295092622684,0.6745956232159848,google_gemma-3-12b-it_vera_trAll_lr1e-5/models__google_gemma-3-12b-it_vera_trAll_vera_r1024_lr1e-5/results_2026-01-19T05-12-01.975207.json
models/google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr1e-6,0.7142857142857143,0.0035788026233373655,0.6376195536663124,0.7679433537174123,0.818329541761456,0.674278464954012,google_gemma-3-12b-it_uiortholora_trAll_lr1e-6/models__google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr1e-6/results_2026-01-19T00-32-31.165838.json
models/google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr5e-6,0.7142144993590657,0.003577038683803113,0.6371944739638682,0.7692307692307693,0.8167045823854404,0.6749127814779575,google_gemma-3-12b-it_uiortholora_trAll_lr5e-6/models__google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr5e-6/results_2026-01-19T16-16-02.748247.json
models/google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr1e-5,0.7132887053126336,0.003580839091063893,0.6371944739638682,0.767621499839073,0.8160545986350342,0.6730098319061212,google_gemma-3-12b-it_uiortholora_trAll_lr1e-5/models__google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr1e-5/results_2026-01-19T05-54-03.671360.json
models/google_gemma-3-12b-it_lora_trAll_lora_r3_lr1e-6,0.7112234724398234,0.0035744263030120793,0.6320935175345377,0.7653685226906984,0.8173545661358466,0.6723755153821757,google_gemma-3-12b-it_lora_trAll_lr1e-6/models__google_gemma-3-12b-it_lora_trAll_lora_r3_lr1e-6/results_2026-01-18T23-21-54.933172.json
models/google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr5e-5,0.7099416037601481,0.00358975696017295,0.6348565356004251,0.7624718377856453,0.8147546311342216,0.6679352997145576,google_gemma-3-12b-it_uiortholora_trAll_lr5e-5/models__google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr5e-5/results_2026-01-19T19-44-13.772169.json
models/google_gemma-3-12b-it_vera_trAll_vera_r1024_lr5e-5,0.7092294544936619,0.0035886982815426962,0.6350690754516471,0.7624718377856453,0.8150796230094247,0.6641294005708849,google_gemma-3-12b-it_vera_trAll_lr5e-5/models__google_gemma-3-12b-it_vera_trAll_vera_r1024_lr5e-5/results_2026-01-19T10-10-33.434560.json
models/google_gemma-3-12b-it_vera_trAll_vera_r1024_lr1e-4,0.7090870246403647,0.0035878073825236544,0.6346439957492029,0.76472481493402,0.8160545986350342,0.6609578179511576,google_gemma-3-12b-it_vera_trAll_lr1e-4/models__google_gemma-3-12b-it_vera_trAll_vera_r1024_lr1e-4/results_2026-01-17T00-28-45.521921.json
models/google_gemma-3-12b-it_vera_trAll_vera_r1024_lr7e-5,0.7090870246403647,0.0035894804733605425,0.6354941551540914,0.762149983907306,0.8154046148846279,0.6628607675229939,models__google_gemma-3-12b-it_vera_trAll_vera_r1024_lr7e-5/results_2026-01-17T06-20-57.502280.json
models/google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr7e-5,0.7083748753738783,0.00359656250088949,0.6352816153028693,0.7615062761506276,0.8124796880077998,0.6634950840469395,google_gemma-3-12b-it_uiortholora_trAll_lr7e-5/models__google_gemma-3-12b-it_uiortholora_trAll_uiortholora_s1024_v0_lr7e-5/results_2026-01-17T06-40-34.106881.json
models/google_gemma-3-12b-it_lora_trAll_lora_r16_lr5e-5,0.7076627261073921,0.0035856981725348415,0.6278427205100956,0.763437399420663,0.8199545011374716,0.6622264509990485,google_gemma-3-12b-it_lora_trAll_lr5e-5_r16/models__google_gemma-3-12b-it_lora_trAll_lora_r16_lr5e-5/results_2026-01-26T08-54-39.990192.json
