source_file,base_model,adapter_type,lr,rank,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,100,100,0.852,2930,1590.4,7235,5332.9,meta-llama_Llama-3.1-8B-Instruct_lora_tr100_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,100,100,0.135,4720,2493.3999999999996,2755,1807.8000000000002,meta-llama_Llama-3.1-8B-Instruct_lora_tr100_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,100,100,0.04300000000000001,4127,1801.8999999999999,1035,488.59999999999997,meta-llama_Llama-3.1-8B-Instruct_lora_tr100_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,500,500,0.0166,6322,3366.5999999999995,138,82.0,meta-llama_Llama-3.1-8B-Instruct_lora_tr500_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,500,500,0.025,6270,3336.0,221,129.29999999999998,meta-llama_Llama-3.1-8B-Instruct_lora_tr500_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,500,500,0.09220000000000002,4782,2415.0,1910,1114.4,meta-llama_Llama-3.1-8B-Instruct_lora_tr500_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,1000,1000,0.2353,5098,2720.3999999999996,2573,1800.8000000000002,meta-llama_Llama-3.1-8B-Instruct_lora_tr1000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,1000,1000,0.474,3371,1774.6,5876,4190.200000000001,meta-llama_Llama-3.1-8B-Instruct_lora_tr1000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,1000,1000,0.12190000000000001,4444,2264.8,2763,1687.5,meta-llama_Llama-3.1-8B-Instruct_lora_tr1000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,2000,2000,0.0127,6330,3388.5,181,114.9,meta-llama_Llama-3.1-8B-Instruct_lora_tr2000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,2000,2000,0.09665,5662,3014.7,1169,731.3,meta-llama_Llama-3.1-8B-Instruct_lora_tr2000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,2000,2000,0.09525,4864,2520.4,2050,1231.6,meta-llama_Llama-3.1-8B-Instruct_lora_tr2000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,3000,3000,0.010900000000000002,6381,3418.5,111,69.30000000000001,meta-llama_Llama-3.1-8B-Instruct_lora_tr3000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,3000,3000,0.031733333333333336,6039,3198.8999999999996,509,320.20000000000005,meta-llama_Llama-3.1-8B-Instruct_lora_tr3000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,3000,3000,0.021400000000000002,5904,3087.9999999999995,529,306.20000000000005,meta-llama_Llama-3.1-8B-Instruct_lora_tr3000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,4000,4000,0.016274999999999998,6322,3387.0,226,147.1,meta-llama_Llama-3.1-8B-Instruct_lora_tr4000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,4000,4000,0.022725000000000002,6118,3244.8999999999996,427,280.4,meta-llama_Llama-3.1-8B-Instruct_lora_tr4000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,4000,4000,0.027225,5808,3018.0,657,387.8,meta-llama_Llama-3.1-8B-Instruct_lora_tr4000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,5000,5000,0.03766,6302,3383.2000000000003,305,204.8,meta-llama_Llama-3.1-8B-Instruct_lora_tr5000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,5000,5000,0.057679999999999995,5932,3149.1,767,501.20000000000005,meta-llama_Llama-3.1-8B-Instruct_lora_tr5000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,5000,5000,0.03524,5811,3039.7,705,413.3,meta-llama_Llama-3.1-8B-Instruct_lora_tr5000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-3,512.0,100,100,0.263,3606,1854.1999999999998,4861,3254.7,meta-llama_Llama-3.1-8B-Instruct_randlora_tr100_randlora_r512_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-4,512.0,100,100,0.032,2877,1160.6,1349,587.2,meta-llama_Llama-3.1-8B-Instruct_randlora_tr100_randlora_r512_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-5,512.0,100,100,0.008,1278,426.5,890,303.1,meta-llama_Llama-3.1-8B-Instruct_randlora_tr100_randlora_r512_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-3,512.0,500,500,0.23060000000000003,4637,2414.2,2924,1917.5,meta-llama_Llama-3.1-8B-Instruct_randlora_tr500_randlora_r512_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-4,512.0,500,500,0.2638,3331,1669.8,5163,3329.4,meta-llama_Llama-3.1-8B-Instruct_randlora_tr500_randlora_r512_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-5,512.0,500,500,0.012,1352,461.69999999999993,1290,453.1,meta-llama_Llama-3.1-8B-Instruct_randlora_tr500_randlora_r512_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-3,512.0,1000,1000,0.1165,5370,2801.1,1444,893.5,meta-llama_Llama-3.1-8B-Instruct_randlora_tr1000_randlora_r512_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-4,512.0,1000,1000,0.173,4010,2040.4,3607,2272.6,meta-llama_Llama-3.1-8B-Instruct_randlora_tr1000_randlora_r512_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-5,512.0,1000,1000,0.0281,3222,1340.8,1230,551.9000000000001,meta-llama_Llama-3.1-8B-Instruct_randlora_tr1000_randlora_r512_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-3,512.0,2000,2000,0.3314,4309,2301.3,4146,2913.5,meta-llama_Llama-3.1-8B-Instruct_randlora_tr2000_randlora_r512_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-4,512.0,2000,2000,0.1409,4362,2218.7999999999997,2922,1830.1000000000001,meta-llama_Llama-3.1-8B-Instruct_randlora_tr2000_randlora_r512_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-5,512.0,2000,2000,0.19655,3585,1733.4,3484,2010.7,meta-llama_Llama-3.1-8B-Instruct_randlora_tr2000_randlora_r512_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-3,512.0,3000,3000,0.25633333333333336,4333,2307.3,3807,2629.6000000000004,meta-llama_Llama-3.1-8B-Instruct_randlora_tr3000_randlora_r512_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-4,512.0,3000,3000,0.057133333333333335,5302,2731.5,1298,754.6,meta-llama_Llama-3.1-8B-Instruct_randlora_tr3000_randlora_r512_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-5,512.0,3000,3000,0.23843333333333333,3377,1644.9,4411,2679.0,meta-llama_Llama-3.1-8B-Instruct_randlora_tr3000_randlora_r512_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-3,512.0,4000,4000,0.13555,5203,2747.8999999999996,1969,1300.9,meta-llama_Llama-3.1-8B-Instruct_randlora_tr4000_randlora_r512_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-4,512.0,4000,4000,0.0737,5194,2707.8,1702,1067.1,meta-llama_Llama-3.1-8B-Instruct_randlora_tr4000_randlora_r512_lr1e-4
