source_file,adapter_type,lr,rank,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,16.0,,20469,,0,0.0,0,0.0,dora_trAll_lora_r16_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,1.0,,20469,0.9971078215838585,9771,9500.5,409,327.00000000000006,dora_trAll_lora_r1_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,3.0,,20469,0.9969319458693635,9050,8795.0,396,315.1,dora_trAll_lora_r3_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,8.0,,20469,0.9971713322585373,9050,8783.400000000001,430,340.90000000000003,dora_trAll_lora_r8_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,16.0,,20469,0.8107919292588794,10383,10012.599999999999,367,290.50000000000006,dora_trAll_lora_r16_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,1.0,,20469,0.9399726415555232,10923,10632.4,469,375.00000000000006,dora_trAll_lora_r1_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,32.0,,20469,0.8073281547706286,10393,10017.5,364,286.70000000000005,dora_trAll_lora_r32_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,3.0,,20469,0.8002003028970638,10261,9896.900000000001,362,286.4,dora_trAll_lora_r3_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,8.0,,20469,0.8092090478284235,10316,9942.8,361,284.20000000000005,dora_trAll_lora_r8_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,16.0,,20469,0.9934584005080853,9323,9045.9,408,323.5,dora_trAll_lora_r16_lr5e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,1.0,,20469,0.9913967462992819,9844,9579.0,413,326.90000000000003,dora_trAll_lora_r1_lr5e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,32.0,,20469,0.9935414529288191,9551,9279.4,394,312.3,dora_trAll_lora_r32_lr5e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,3.0,,20469,0.9925545947530411,9634,9347.8,407,322.5,dora_trAll_lora_r3_lr5e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,8.0,,20469,0.9938883189212957,9510,9239.400000000001,410,325.8,dora_trAll_lora_r8_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-3,16.0,,20469,0.9976794176559676,47109,46721.4,130,102.9,lora_trAll_lora_r16_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-3,1.0,,20469,0.012438321364013875,53896,53023.2,0,0.0,lora_trAll_lora_r1_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-3,32.0,,20469,0.9980507108310127,45954,45548.899999999994,144,115.30000000000001,lora_trAll_lora_r32_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-3,3.0,,20469,0.0031462211148566128,54275,53910.6,0,0.0,lora_trAll_lora_r3_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-3,64.0,,20469,0.9976745322194539,47038,46641.99999999999,134,107.80000000000001,lora_trAll_lora_r64_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-3,8.0,,20469,0.007440519810445064,54159,53718.09999999999,0,0.0,lora_trAll_lora_r8_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-4,16.0,,20469,0.9971078215838585,8531,8275.7,437,345.9,lora_trAll_lora_r16_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-4,1.0,,20469,0.9956666178123015,9878,9602.3,402,319.8,lora_trAll_lora_r1_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-4,32.0,,20469,0.9968342371390884,8697,8455.699999999999,411,326.80000000000007,lora_trAll_lora_r32_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-4,3.0,,20469,0.9963408080511993,9256,9004.0,415,330.20000000000005,lora_trAll_lora_r3_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-4,64.0,,20469,0.9973911769016561,8788,8538.8,426,339.80000000000007,lora_trAll_lora_r64_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-4,8.0,,20469,0.9968488934486298,8736,8476.300000000001,422,334.90000000000003,lora_trAll_lora_r8_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-5,16.0,,20469,0.7913674336801994,10140,9775.2,367,288.20000000000005,lora_trAll_lora_r16_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-5,1.0,,20469,0.8190190043480385,10828,10460.3,337,266.7,lora_trAll_lora_r1_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-5,32.0,,20469,0.7874981679613073,10136,9753.4,370,291.5,lora_trAll_lora_r32_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-5,3.0,,20469,0.7918413210220333,10264,9895.5,347,273.90000000000003,lora_trAll_lora_r3_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-5,64.0,,20469,0.7853192632761737,10070,9687.1,357,281.3,lora_trAll_lora_r64_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-5,8.0,,20469,0.7938736626117543,10273,9893.3,370,291.7,lora_trAll_lora_r8_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-3,16.0,,20469,0.0031022521862328397,54275,53926.6,0,0.0,lora_trAll_lora_r16_lr5e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-3,1.0,,20469,0.0002931261908251502,54270,54088.2,0,0.0,lora_trAll_lora_r1_lr5e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-3,32.0,,20469,0.00310225218623284,54276,53936.0,0,0.0,lora_trAll_lora_r32_lr5e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-3,3.0,,20469,0.002305926034491182,54275,53960.9,0,0.0,lora_trAll_lora_r3_lr5e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-3,64.0,,20469,0.003844838536323221,54245,53853.899999999994,0,0.0,lora_trAll_lora_r64_lr5e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-3,8.0,,20469,0.0034442327421955153,54278,53905.7,0,0.0,lora_trAll_lora_r8_lr5e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-4,16.0,,20469,0.9981728467438565,22597,22174.3,281,224.3,lora_trAll_lora_r16_lr5e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-4,1.0,,20469,0.9970101128535834,23511,23114.7,257,203.1,lora_trAll_lora_r1_lr5e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-4,32.0,,20469,0.9984366603155992,21796,21375.5,289,231.40000000000003,lora_trAll_lora_r32_lr5e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-4,3.0,,20469,0.9979188040451413,24483,24057.300000000003,270,214.8,lora_trAll_lora_r3_lr5e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-4,64.0,,20469,0.9984904001172504,20617,20212.0,301,239.10000000000002,lora_trAll_lora_r64_lr5e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-4,8.0,,20469,0.9979920855928476,23893,23469.6,261,208.20000000000002,lora_trAll_lora_r8_lr5e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,16.0,,20469,0.9925887928086374,9493,9219.4,405,321.40000000000003,lora_trAll_lora_r16_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,1.0,,20469,0.9922174996335921,9985,9718.3,385,305.8,lora_trAll_lora_r1_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,32.0,,20469,0.9926034491181787,9350,9086.4,397,314.8,lora_trAll_lora_r32_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,3.0,,20469,0.9939029752308369,9443,9180.2,392,310.8,lora_trAll_lora_r3_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,64.0,,20469,0.9936293907860668,9314,9045.199999999999,412,325.70000000000005,lora_trAll_lora_r64_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,8.0,,20469,0.9931848160633152,9383,9111.1,411,325.40000000000003,lora_trAll_lora_r8_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,,,20469,0.9934290878890029,9915,9656.6,468,376.6,lora_trAll_sv_svec_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-6,16.0,,20469,0.4247056524500464,6379,5847.200000000001,348,272.7,lora_trAll_lora_r16_lr5e-6
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-6,1.0,,20469,0.4380086960769945,6503,5987.8,349,271.1,lora_trAll_lora_r1_lr5e-6
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-6,32.0,,20469,0.4213786701841809,6295,5773.0,351,272.6,lora_trAll_lora_r32_lr5e-6
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-6,3.0,,20469,0.4242317651082124,6440,5906.900000000001,352,274.20000000000005,lora_trAll_lora_r3_lr5e-6
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-6,64.0,,20469,0.42380673213151604,6312,5792.200000000001,349,270.90000000000003,lora_trAll_lora_r64_lr5e-6
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-6,8.0,,20469,0.4235233768137183,6309,5785.5,350,274.20000000000005,lora_trAll_lora_r8_lr5e-6
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-1,,,20469,0.1255606038399531,53803,53459.100000000006,3,2.3,uiortholora_trAll_sv1024_svec0_lr1e-1
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-2,,,20469,0.9886706727246078,9894,9597.8,387,306.5,uiortholora_trAll_sv1024_svec0_lr1e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-2,,,20469,0.9884947970101129,9681,9389.400000000001,386,306.1,uiortholora_trAll_sv1024_svec128_lr1e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-2,,,20469,0.9892715814157996,9690,9399.6,399,316.40000000000003,uiortholora_trAll_sv1024_svec256_lr1e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-2,,,20469,0.989476769749377,9439,9148.9,404,320.0,uiortholora_trAll_sv1024_svec512_lr1e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-2,,,20469,0.9878450339537836,9763,9485.8,382,303.40000000000003,uiortholora_trAll_sv1024_svec64_lr1e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-4,,,20469,0.126332502809126,5503,5067.0,283,219.70000000000002,uiortholora_trAll_sv1024_svec0_lr1e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-4,,,20469,0.1291513996775612,5414,4975.7,289,222.70000000000005,uiortholora_trAll_sv1024_svec128_lr1e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-4,,,20469,0.1315550344423274,5346,4909.2,290,225.50000000000003,uiortholora_trAll_sv1024_svec256_lr1e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-4,,,20469,0.13541941472470564,5323,4886.7,295,228.8,uiortholora_trAll_sv1024_svec512_lr1e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,1e-4,,,20469,0.1282036249938932,5449,5007.1,271,210.8,uiortholora_trAll_sv1024_svec64_lr1e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,2e-2,,,20469,0.9975670526161513,14588,14235.8,340,269.6,uiortholora_trAll_sv1024_svec0_lr2e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,2e-2,,,20469,0.9980946797596365,14784,14429.3,344,272.6,uiortholora_trAll_sv1024_svec128_lr2e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,2e-2,,,20469,0.9977820118227563,14730,14354.7,355,282.40000000000003,uiortholora_trAll_sv1024_svec256_lr2e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,2e-2,,,20469,0.9979432312277101,14995,14604.3,340,269.1,uiortholora_trAll_sv1024_svec512_lr2e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,2e-2,,,20469,0.9980507108310128,14860,14522.2,322,255.40000000000003,uiortholora_trAll_sv1024_svec64_lr2e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,3e-1,,,20469,0.004089110362010847,54261,53885.299999999996,0,0.0,uiortholora_trAll_sv1024_svec0_lr3e-1
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-1,,,20469,0.006297327666226977,54181,53735.0,1,0.6000000000000001,uiortholora_trAll_sv1024_svec0_lr5e-1
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-2,,,20469,0.9953441790023939,46822,46424.700000000004,94,74.30000000000003,uiortholora_trAll_sv1024_svec0_lr5e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-2,,,20469,0.996781693587861,32782,32446.7,106,83.70000000000002,uiortholora_trAll_sv1024_svec64_lr5e-2
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-3,,,20469,0.9657921735307049,10266,9953.6,456,365.9,uiortholora_trAll_sv1024_svec0_lr5e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-3,,,20469,0.9196199130392301,9908,9605.0,378,299.70000000000005,uiortholora_trAll_sv1024_svec128_lr5e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-3,,,20469,0.9269920367384825,9637,9329.9,354,281.20000000000005,uiortholora_trAll_sv1024_svec256_lr5e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-3,,,20469,0.9499633592261468,9144,8850.7,378,299.9,uiortholora_trAll_sv1024_svec512_lr5e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-3,,,20469,0.9288827006693048,10237,9933.7,369,291.20000000000005,uiortholora_trAll_sv1024_svec64_lr5e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-4,,,20469,0.1832966925594802,5606,5094.0,305,235.8,uiortholora_trAll_sv1024_svec0_lr5e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-4,,,20469,0.20351262885338808,5750,5204.1,314,241.60000000000002,uiortholora_trAll_sv1024_svec128_lr5e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-4,,,20469,0.21468562216034,5724,5178.300000000001,322,247.3,uiortholora_trAll_sv1024_svec256_lr5e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-4,,,20469,0.23749572524305043,5640,5107.4,321,248.0,uiortholora_trAll_sv1024_svec512_lr5e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,5e-4,,,20469,0.19708339440128977,5791,5225.8,301,232.1,uiortholora_trAll_sv1024_svec64_lr5e-4
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,7e-3,,,20469,0.9669011676193268,9994,9696.9,383,303.70000000000005,uiortholora_trAll_sv1024_svec0_lr7e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,7e-3,,,20469,0.9718745419903267,9741,9472.1,358,285.80000000000007,uiortholora_trAll_sv1024_svec128_lr7e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,7e-3,,,20469,0.9727881186183985,9687,9396.5,384,305.1,uiortholora_trAll_sv1024_svec256_lr7e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,7e-3,,,20469,0.9751135863989446,9171,8891.2,390,309.30000000000007,uiortholora_trAll_sv1024_svec512_lr7e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,7e-3,,,20469,0.9709072255606038,9554,9264.1,382,303.90000000000003,uiortholora_trAll_sv1024_svec64_lr7e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,9e-3,,,20469,0.9840099662904881,9932,9646.500000000002,385,304.20000000000005,uiortholora_trAll_sv1024_svec0_lr9e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,9e-3,,,20469,0.9848160633152573,9675,9379.7,395,313.3,uiortholora_trAll_sv1024_svec128_lr9e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,9e-3,,,20469,0.9856221603400264,9680,9391.2,384,304.0,uiortholora_trAll_sv1024_svec256_lr9e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,9e-3,,,20469,0.984957740974156,9658,9351.2,393,310.79999999999995,uiortholora_trAll_sv1024_svec512_lr9e-3
google_gemma-3-12b-it_scores-uiortholora.jsonl,uiortholora,9e-3,,,20469,0.9853681176413113,9582,9294.3,403,319.6,uiortholora_trAll_sv1024_svec64_lr9e-3
google_gemma-3-12b-it_scores-vera.jsonl,vera,1e-2,1024.0,,20469,0.9958522643998241,11190,10895.7,387,306.5,vera_trAll_vera_r1024_lr1e-2
google_gemma-3-12b-it_scores-vera.jsonl,vera,1e-2,512.0,,20469,0.9953588353119351,11082,10782.099999999999,381,302.8,vera_trAll_vera_r512_lr1e-2
google_gemma-3-12b-it_scores-vera.jsonl,vera,1e-3,1024.0,,20469,0.3690800723044604,5637,5149.9,362,280.5,vera_trAll_vera_r1024_lr1e-3
google_gemma-3-12b-it_scores-vera.jsonl,vera,1e-3,512.0,,20469,0.39261810542771997,5716,5227.6,365,284.90000000000003,vera_trAll_vera_r512_lr1e-3
google_gemma-3-12b-it_scores-vera.jsonl,vera,1e-4,1024.0,,20469,0.140524695881577,5708,5236.4,283,220.2,vera_trAll_vera_r1024_lr1e-4
google_gemma-3-12b-it_scores-vera.jsonl,vera,1e-4,512.0,,20469,0.1398895891347892,5729,5246.3,283,220.8,vera_trAll_vera_r512_lr1e-4
google_gemma-3-12b-it_scores-vera.jsonl,vera,1e-5,1024.0,,20469,0.10298011627338903,2682,2511.1000000000004,359,282.2,vera_trAll_vera_r1024_lr1e-5
google_gemma-3-12b-it_scores-vera.jsonl,vera,1e-5,512.0,,20469,0.10620450437246569,2711,2529.7000000000003,357,279.70000000000005,vera_trAll_vera_r512_lr1e-5
google_gemma-3-12b-it_scores-vera.jsonl,vera,5e-2,1024.0,,20469,0.9957301284869803,35131,34648.9,160,127.1,vera_trAll_vera_r1024_lr5e-2
google_gemma-3-12b-it_scores-vera.jsonl,vera,5e-2,512.0,,20469,0.9964238604719331,29003,28547.899999999998,203,161.0,vera_trAll_vera_r512_lr5e-2
google_gemma-3-12b-it_scores-vera.jsonl,vera,5e-3,1024.0,,20469,0.9756705261615125,9452,9167.6,384,303.5,vera_trAll_vera_r1024_lr5e-3
google_gemma-3-12b-it_scores-vera.jsonl,vera,5e-3,512.0,,20469,0.9746152718745421,10020,9731.099999999999,389,309.5,vera_trAll_vera_r512_lr5e-3
google_gemma-3-12b-it_scores-vera.jsonl,vera,5e-4,1024.0,,20469,0.23063657237774193,5590,5047.5,322,248.00000000000003,vera_trAll_vera_r1024_lr5e-4
google_gemma-3-12b-it_scores-vera.jsonl,vera,5e-4,512.0,,20469,0.2339537837705799,5542,5008.800000000001,326,252.10000000000002,vera_trAll_vera_r512_lr5e-4
google_gemma-3-12b-it_scores-vera.jsonl,vera,5e-5,1024.0,,20469,0.1262396795153647,5316,4906.9,295,228.3,vera_trAll_vera_r1024_lr5e-5
google_gemma-3-12b-it_scores-vera.jsonl,vera,5e-5,512.0,,20469,0.12639112804729102,5368,4956.1,296,227.7,vera_trAll_vera_r512_lr5e-5
