source_file,base_model,adapter_type,lr,rank,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,100,100,0.852,878,774.7,5382,4445.9000000000015,meta-llama_Llama-3.1-8B-Instruct_lora_tr100_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,100,100,0.135,1341,1151.1000000000001,1618,1297.6000000000001,meta-llama_Llama-3.1-8B-Instruct_lora_tr100_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,100,100,0.04300000000000001,571,432.20000000000005,251,184.20000000000002,meta-llama_Llama-3.1-8B-Instruct_lora_tr100_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,500,500,0.0166,1800,1564.6,61,49.29999999999999,meta-llama_Llama-3.1-8B-Instruct_lora_tr500_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,500,500,0.025,1779,1549.5,98,77.1,meta-llama_Llama-3.1-8B-Instruct_lora_tr500_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,500,500,0.09220000000000002,1164,975.6000000000001,846,657.4000000000001,meta-llama_Llama-3.1-8B-Instruct_lora_tr500_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,1000,1000,0.2353,1439,1258.6000000000001,1739,1418.2000000000003,meta-llama_Llama-3.1-8B-Instruct_lora_tr1000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,1000,1000,0.474,932,807.9,4104,3363.1000000000004,meta-llama_Llama-3.1-8B-Instruct_lora_tr1000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,1000,1000,0.12190000000000001,1123,951.0000000000001,1389,1090.0,meta-llama_Llama-3.1-8B-Instruct_lora_tr1000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,2000,2000,0.0127,1829,1595.7,92,73.90000000000002,meta-llama_Llama-3.1-8B-Instruct_lora_tr2000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,2000,2000,0.09665,1620,1408.8000000000002,632,498.5,meta-llama_Llama-3.1-8B-Instruct_lora_tr2000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,2000,2000,0.09525,1310,1113.0,993,776.7,meta-llama_Llama-3.1-8B-Instruct_lora_tr2000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,3000,3000,0.010900000000000002,1846,1611.6000000000001,57,46.0,meta-llama_Llama-3.1-8B-Instruct_lora_tr3000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,3000,3000,0.031733333333333336,1690,1470.7,266,213.20000000000005,meta-llama_Llama-3.1-8B-Instruct_lora_tr3000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,3000,3000,0.021400000000000002,1596,1371.3,234,182.0,meta-llama_Llama-3.1-8B-Instruct_lora_tr3000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,4000,4000,0.016274999999999998,1822,1595.4,128,104.60000000000002,meta-llama_Llama-3.1-8B-Instruct_lora_tr4000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,4000,4000,0.022725000000000002,1716,1493.0,243,196.70000000000002,meta-llama_Llama-3.1-8B-Instruct_lora_tr4000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,4000,4000,0.027225,1545,1327.9,311,242.00000000000006,meta-llama_Llama-3.1-8B-Instruct_lora_tr4000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-3,4.0,5000,5000,0.03766,1833,1602.9,183,148.8,meta-llama_Llama-3.1-8B-Instruct_lora_tr5000_lora_r4_lr1e-3
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-4,4.0,5000,5000,0.057679999999999995,1671,1452.1,452,363.20000000000005,meta-llama_Llama-3.1-8B-Instruct_lora_tr5000_lora_r4_lr1e-4
meta-llama_Llama-3.1-8B-Instruct_scores-lora.jsonl,Llama-3.1-8B-Instruct,lora,1e-5,4.0,5000,5000,0.03524,1580,1361.1,315,246.5,meta-llama_Llama-3.1-8B-Instruct_lora_tr5000_lora_r4_lr1e-5
meta-llama_Llama-3.1-8B-Instruct_scores-randlora.jsonl,Llama-3.1-8B-Instruct,randlora,1e-3,512.0,100,100,0.263,963,811.8000000000001,3013,2424.1000000000004,meta-llama_Llama-3.1-8B-Instruct_randlora_tr100_randlora_r512_lr1e-3
