source_file,base_model,adapter_type,lr,rank,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-2,,,32799,0.9678099942071404,13387,13263.7,363,326.7000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s256_v0_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-2,,,32799,,0,0.0,0,0.0,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s512_v0_lr1e-2
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,5e-3,,,32799,,0,0.0,0,0.0,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s1024_v0_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,5e-3,,,32799,0.9236013293088204,10400,10288.400000000001,434,390.6000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s256_v0_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,5e-3,,,32799,0.9254093112594897,10286,10173.2,432,388.80000000000007,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s512_v0_lr5e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,6e-3,,,32799,0.9429433824201957,10867,10758.6,424,381.6000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s256_v0_lr6e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,6e-3,,,32799,0.9464526357510898,10852,10740.1,428,385.2000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s512_v0_lr6e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,7e-3,,,32799,0.9568767340467697,11417,11301.1,409,368.10000000000014,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s256_v0_lr7e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,7e-3,,,32799,0.9549193572974787,11634,11516.300000000001,397,357.30000000000007,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s512_v0_lr7e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,8e-3,,,32799,0.963279368273423,12151,12037.5,410,369.0000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s256_v0_lr8e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,8e-3,,,32799,0.9634683984267813,12218,12103.3,403,362.7000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s512_v0_lr8e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,9e-3,,,32799,0.9674166895332175,12740,12621.7,381,342.9000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s256_v0_lr9e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,9e-3,,,32799,0.9658922528125857,12909,12785.0,408,367.2000000000001,meta-llama_Llama-3.2-3B-Instruct_uiortholora_trAll_s512_v0_lr9e-3
