source_file,base_model,adapter_type,lr,rank,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-3,4.0,100,100,0.18100000000000002,33370,31654.800000000003,270,186.29999999999998,meta-llama_Llama-3.2-3B-Instruct_lora_tr100_lora_r4_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-4,4.0,100,100,0.023000000000000003,38146,36222.3,53,33.1,meta-llama_Llama-3.2-3B-Instruct_lora_tr100_lora_r4_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-5,4.0,100,100,0.025999999999999995,590,367.4,1059,675.0999999999999,meta-llama_Llama-3.2-3B-Instruct_lora_tr100_lora_r4_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-3,4.0,500,500,0.0312,38799,37294.40000000001,19,11.1,meta-llama_Llama-3.2-3B-Instruct_lora_tr500_lora_r4_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-4,4.0,500,500,0.036,38273,36645.3,52,36.099999999999994,meta-llama_Llama-3.2-3B-Instruct_lora_tr500_lora_r4_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-5,4.0,500,500,0.0532,27195,24349.2,411,270.29999999999995,meta-llama_Llama-3.2-3B-Instruct_lora_tr500_lora_r4_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-3,4.0,1000,1000,0.0626,36645,34965.3,136,93.5,meta-llama_Llama-3.2-3B-Instruct_lora_tr1000_lora_r4_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-4,4.0,1000,1000,0.014199999999999999,39000,37508.3,16,9.899999999999999,meta-llama_Llama-3.2-3B-Instruct_lora_tr1000_lora_r4_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-5,4.0,1000,1000,0.0185,36147,33942.0,92,58.900000000000006,meta-llama_Llama-3.2-3B-Instruct_lora_tr1000_lora_r4_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-3,4.0,2000,2000,0.047150000000000004,38385,36800.0,42,28.3,meta-llama_Llama-3.2-3B-Instruct_lora_tr2000_lora_r4_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-4,4.0,2000,2000,0.036,38462,36909.399999999994,45,28.100000000000005,meta-llama_Llama-3.2-3B-Instruct_lora_tr2000_lora_r4_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-5,4.0,2000,2000,0.009600000000000001,38506,36802.3,28,17.6,meta-llama_Llama-3.2-3B-Instruct_lora_tr2000_lora_r4_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-3,4.0,3000,3000,0.046466666666666656,38400,36879.0,49,32.800000000000004,meta-llama_Llama-3.2-3B-Instruct_lora_tr3000_lora_r4_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-4,4.0,3000,3000,0.024466666666666668,38686,37157.799999999996,30,19.900000000000002,meta-llama_Llama-3.2-3B-Instruct_lora_tr3000_lora_r4_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-5,4.0,3000,3000,0.014066666666666668,36569,34650.5,105,71.2,meta-llama_Llama-3.2-3B-Instruct_lora_tr3000_lora_r4_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-3,4.0,4000,4000,0.033350000000000005,38760,37264.3,29,19.4,meta-llama_Llama-3.2-3B-Instruct_lora_tr4000_lora_r4_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-4,4.0,4000,4000,0.0179,38993,37511.2,14,9.2,meta-llama_Llama-3.2-3B-Instruct_lora_tr4000_lora_r4_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-5,4.0,4000,4000,0.015825000000000002,36739,34796.6,109,72.80000000000001,meta-llama_Llama-3.2-3B-Instruct_lora_tr4000_lora_r4_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-3,4.0,5000,5000,0.03438,38490,36997.4,34,22.3,meta-llama_Llama-3.2-3B-Instruct_lora_tr5000_lora_r4_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-4,4.0,5000,5000,0.016100000000000003,39024,37527.200000000004,16,11.3,meta-llama_Llama-3.2-3B-Instruct_lora_tr5000_lora_r4_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-lora.jsonl,Llama-3.2-3B-Instruct,lora,1e-5,4.0,5000,5000,0.01158,38299,36625.5,53,35.20000000000001,meta-llama_Llama-3.2-3B-Instruct_lora_tr5000_lora_r4_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,100,100,0.032,37821,35766.2,53,35.1,meta-llama_Llama-3.2-3B-Instruct_randlora_tr100_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,100,100,0.009,194,107.5,577,336.40000000000003,meta-llama_Llama-3.2-3B-Instruct_randlora_tr100_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,100,100,0.005,138,73.19999999999999,108,57.3,meta-llama_Llama-3.2-3B-Instruct_randlora_tr100_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,500,500,0.14439999999999997,35391,33547.2,210,147.8,meta-llama_Llama-3.2-3B-Instruct_randlora_tr500_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,500,500,0.0872,19894,17194.0,775,514.3,meta-llama_Llama-3.2-3B-Instruct_randlora_tr500_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,500,500,0.0054,118,63.800000000000004,140,75.1,meta-llama_Llama-3.2-3B-Instruct_randlora_tr500_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,1000,1000,0.1055,36815,35090.4,160,107.4,meta-llama_Llama-3.2-3B-Instruct_randlora_tr1000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,1000,1000,0.022699999999999998,35675,33257.8,116,76.3,meta-llama_Llama-3.2-3B-Instruct_randlora_tr1000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,1000,1000,0.0201,341,204.8,803,506.4,meta-llama_Llama-3.2-3B-Instruct_randlora_tr1000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,2000,2000,0.1414,34030,32161.9,273,184.8,meta-llama_Llama-3.2-3B-Instruct_randlora_tr2000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,2000,2000,0.0194,35914,33892.8,124,84.19999999999999,meta-llama_Llama-3.2-3B-Instruct_randlora_tr2000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,2000,2000,0.0749,2766,2009.3,1651,1089.6,meta-llama_Llama-3.2-3B-Instruct_randlora_tr2000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,3000,3000,0.09036666666666668,35994,34234.6,159,109.5,meta-llama_Llama-3.2-3B-Instruct_randlora_tr3000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,3000,3000,0.018600000000000002,36092,34088.399999999994,113,78.3,meta-llama_Llama-3.2-3B-Instruct_randlora_tr3000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,3000,3000,0.0933,10698,8871.5,1312,887.5,meta-llama_Llama-3.2-3B-Instruct_randlora_tr3000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,4000,4000,0.075625,36546,34844.2,145,99.6,meta-llama_Llama-3.2-3B-Instruct_randlora_tr4000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,4000,4000,0.016149999999999998,36456,34518.5,97,65.2,meta-llama_Llama-3.2-3B-Instruct_randlora_tr4000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,4000,4000,0.09167499999999999,14356,12133.599999999999,1121,756.8,meta-llama_Llama-3.2-3B-Instruct_randlora_tr4000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-3,512.0,5000,5000,0.05424000000000001,37736,36143.3,93,66.3,meta-llama_Llama-3.2-3B-Instruct_randlora_tr5000_randlora_r512_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-4,512.0,5000,5000,0.019039999999999998,36292,34424.399999999994,103,69.1,meta-llama_Llama-3.2-3B-Instruct_randlora_tr5000_randlora_r512_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-randlora.jsonl,Llama-3.2-3B-Instruct,randlora,1e-5,512.0,5000,5000,0.0839,18536,15890.6,885,590.6999999999999,meta-llama_Llama-3.2-3B-Instruct_randlora_tr5000_randlora_r512_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,100,100,0.019000000000000003,337,198.70000000000002,865,531.9,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr100_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,100,100,0.007000000000000001,147,78.4,140,75.20000000000002,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr100_uiortholora_s256_v64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-5,,100,100,0.007000000000000001,148,78.6,128,68.5,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr100_uiortholora_s256_v64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,500,500,0.09820000000000002,11077,9278.3,1330,904.5999999999999,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr500_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,500,500,0.011,175,94.80000000000001,386,218.3,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr500_uiortholora_s256_v64_lr1e-4
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-5,,500,500,0.006,151,81.5,145,77.0,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr500_uiortholora_s256_v64_lr1e-5
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-3,,1000,1000,0.0746,23662,20927.8,581,385.0,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr1000_uiortholora_s256_v64_lr1e-3
meta-llama_Llama-3.2-3B-Instruct_scores-uiortholora.jsonl,Llama-3.2-3B-Instruct,uiortholora,1e-4,,1000,1000,0.016800000000000002,315,182.7,743,454.5,meta-llama_Llama-3.2-3B-Instruct_uiortholora_tr1000_uiortholora_s256_v64_lr1e-4
