model_name,mmlu_acc,mmlu_acc_stderr,mmlu_humanities_acc,mmlu_other_acc,mmlu_social_sciences_acc,mmlu_stem_acc,json_path
models/gemma-12b/triviaqa/vera_trAll_vera_r1024_lr1e-5,0.7147842187722546,0.0035786915668663873,0.6382571732199788,0.7669777920823946,0.8196295092622684,0.6752299397399302,google_gemma-3-12b-it_vera_trAll_lr1e-5_r1024/models__gemma-12b__triviaqa__vera_trAll_vera_r1024_lr1e-5/results_2026-02-15T12-32-04.245414.json
models/gemma-12b/triviaqa/lora_trAll_lora_r64_lr5e-6,0.714143284432417,0.00357935377017907,0.6401700318809777,0.7685870614740907,0.818329541761456,0.6692039327624485,google_gemma-3-12b-it_lora_trAll_lr5e-6_r64/models__gemma-12b__triviaqa__lora_trAll_lora_r64_lr5e-6/results_2026-02-15T18-04-37.299013.json
models/gemma-12b/triviaqa/lora_trAll_lora_r16_lr5e-6,0.7139296396524711,0.003580151326901451,0.6410201912858661,0.7679433537174123,0.8180045498862528,0.6679352997145576,google_gemma-3-12b-it_lora_trAll_lr5e-6_r16/models__gemma-12b__triviaqa__lora_trAll_lora_r16_lr5e-6/results_2026-02-15T10-30-45.404014.json
models/gemma-12b/triviaqa/lora_trAll_lora_r8_lr5e-6,0.7137872097991739,0.0035813859032262276,0.6393198724760892,0.767621499839073,0.818329541761456,0.6698382492863939,google_gemma-3-12b-it_lora_trAll_lr5e-6_r8/models__gemma-12b__triviaqa__lora_trAll_lora_r8_lr5e-6/results_2026-02-15T07-04-31.393192.json
models/gemma-12b/triviaqa/vera_trAll_vera_r512_lr1e-5,0.7135735650192281,0.0035806989499058443,0.6363443145589798,0.7672996459607339,0.818329541761456,0.6736441484300666,google_gemma-3-12b-it_vera_trAll_lr1e-5_r512/models__gemma-12b__triviaqa__vera_trAll_vera_r512_lr1e-5/results_2026-02-15T05-40-50.546514.json
models/gemma-12b/triviaqa/lora_trAll_lora_r3_lr5e-6,0.7134311351659308,0.003575411958676025,0.6384697130712008,0.76890891535243,0.818329541761456,0.6682524579765303,google_gemma-3-12b-it_lora_trAll_lr5e-6_r3/models__gemma-12b__triviaqa__lora_trAll_lora_r3_lr5e-6/results_2026-02-15T03-37-03.610727.json
models/gemma-12b/triviaqa/vera_trAll_vera_r512_lr5e-5,0.7132887053126336,0.0035717080937959474,0.6354941551540914,0.7685870614740907,0.8170295742606435,0.6736441484300666,google_gemma-3-12b-it_vera_trAll_lr5e-5_r512/models__gemma-12b__triviaqa__vera_trAll_vera_r512_lr5e-5/results_2026-02-15T17-52-47.589144.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec512_lr5e-4,0.7125053411194986,0.0035954313751516208,0.6425079702444209,0.7627936916639846,0.8180045498862528,0.6644465588328576,google_gemma-3-12b-it_uiortholora_trAll_lr5e-4_sv1024_svec512/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec512_lr5e-4/results_2026-02-16T07-18-28.709006.json
models/gemma-12b/triviaqa/vera_trAll_vera_r1024_lr1e-4,0.7123629112662014,0.0035820971324430346,0.6378320935175346,0.7640811071773415,0.818329541761456,0.6692039327624485,google_gemma-3-12b-it_vera_trAll_lr1e-4_r1024/models__gemma-12b__triviaqa__vera_trAll_vera_r1024_lr1e-4/results_2026-02-16T13-10-38.528495.json
models/gemma-12b/triviaqa/lora_trAll_lora_r32_lr5e-6,0.7122916963395528,0.0035840897558571633,0.6378320935175346,0.7663340843257161,0.8186545336366591,0.666349508404694,google_gemma-3-12b-it_lora_trAll_lr5e-6_r32/models__gemma-12b__triviaqa__lora_trAll_lora_r32_lr5e-6/results_2026-02-15T14-29-13.647694.json
models/gemma-12b/triviaqa/vera_trAll_vera_r512_lr5e-4,0.7121492664862555,0.0035853204482745806,0.6384697130712008,0.7615062761506276,0.8176795580110497,0.6704725658103393,google_gemma-3-12b-it_vera_trAll_lr5e-4_r512/models__gemma-12b__triviaqa__vera_trAll_vera_r512_lr5e-4/results_2026-02-16T18-31-11.197449.json
models/gemma-12b/triviaqa/vera_trAll_vera_r1024_lr5e-5,0.7121492664862555,0.0035811371573752637,0.6348565356004251,0.7660122304473769,0.8173545661358466,0.6717411988582302,google_gemma-3-12b-it_vera_trAll_lr5e-5_r1024/models__gemma-12b__triviaqa__vera_trAll_vera_r1024_lr5e-5/results_2026-02-16T00-49-20.853608.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec512_lr1e-4,0.7120780515596069,0.0035862712192855388,0.6399574920297556,0.763437399420663,0.8167045823854404,0.6669838249286394,google_gemma-3-12b-it_uiortholora_trAll_lr1e-4_sv1024_svec512/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec512_lr1e-4/results_2026-02-17T18-35-09.065720.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec64_lr5e-4,0.7115795470730665,0.003590283487266919,0.6410201912858661,0.7608625683939492,0.8180045498862528,0.6644465588328576,google_gemma-3-12b-it_uiortholora_trAll_lr5e-4_sv1024_svec64/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec64_lr5e-4/results_2026-02-15T08-48-16.361977.json
models/gemma-12b/triviaqa/lora_trAll_lora_r1_lr5e-6,0.7115083321464178,0.0035843902924150026,0.6369819341126461,0.7656903765690377,0.8186545336366591,0.6647637170948303,google_gemma-3-12b-it_lora_trAll_lr5e-6_r1/models__gemma-12b__triviaqa__lora_trAll_lora_r1_lr5e-6/results_2026-02-15T00-04-34.521568.json
models/gemma-12b/triviaqa/vera_trAll_vera_r512_lr1e-3,0.7115083321464178,0.003587512449576266,0.6391073326248672,0.7624718377856453,0.8196295092622684,0.6638122423089121,google_gemma-3-12b-it_vera_trAll_lr1e-3_r512/models__gemma-12b__triviaqa__vera_trAll_vera_r512_lr1e-3/results_2026-02-17T06-50-44.010449.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec256_lr5e-4,0.7114371172197692,0.0035938733192709222,0.6403825717321998,0.7640811071773415,0.8170295742606435,0.6625436092610213,google_gemma-3-12b-it_uiortholora_trAll_lr5e-4_sv1024_svec256/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec256_lr5e-4/results_2026-02-15T23-29-11.506992.json
models/gemma-12b/triviaqa/dora_trAll_lora_r32_lr1e-4,0.7112234724398234,0.003587250721122206,0.6363443145589798,0.762149983907306,0.8215794605134872,0.665080875356803,google_gemma-3-12b-it_dora_trAll_lr1e-4_r32/models__gemma-12b__triviaqa__dora_trAll_lora_r32_lr1e-4/results_2026-02-22T06-06-40.011478.json
models/gemma-12b/triviaqa/vera_trAll_vera_r512_lr1e-4,0.7110810425865262,0.0035806766007061815,0.6337938363443145,0.76472481493402,0.8167045823854404,0.6704725658103393,google_gemma-3-12b-it_vera_trAll_lr1e-4_r512/models__gemma-12b__triviaqa__vera_trAll_vera_r512_lr1e-4/results_2026-02-16T06-11-00.685809.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec256_lr1e-4,0.7110098276598775,0.0035850844955688118,0.6359192348565356,0.7640811071773415,0.8167045823854404,0.6676181414525848,google_gemma-3-12b-it_uiortholora_trAll_lr1e-4_sv1024_svec256/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec256_lr1e-4/results_2026-02-17T10-33-29.281467.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec128_lr5e-4,0.7109386127332289,0.0035934198205747865,0.6425079702444209,0.7611844222722883,0.8176795580110497,0.659372026641294,google_gemma-3-12b-it_uiortholora_trAll_lr5e-4_sv1024_svec128/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec128_lr5e-4/results_2026-02-15T16-04-17.210938.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec128_lr1e-4,0.710724967953283,0.003586046298836765,0.6352816153028693,0.7653685226906984,0.8163795905102372,0.666349508404694,google_gemma-3-12b-it_uiortholora_trAll_lr1e-4_sv1024_svec128/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec128_lr1e-4/results_2026-02-17T02-57-16.271269.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec64_lr1e-4,0.7105825380999857,0.003585731623974281,0.6350690754516471,0.76472481493402,0.8170295742606435,0.6660323501427212,google_gemma-3-12b-it_uiortholora_trAll_lr1e-4_sv1024_svec64/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec64_lr1e-4/results_2026-02-16T19-38-18.331277.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec0_lr1e-4,0.7105113231733371,0.0035868575798264726,0.6335812964930925,0.7650466688123592,0.8163795905102372,0.6682524579765303,google_gemma-3-12b-it_uiortholora_trAll_lr1e-4_sv1024_svec0/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec0_lr1e-4/results_2026-02-16T12-33-08.810618.json
models/gemma-12b/triviaqa/uiortholora_trAll_sv1024_svec0_lr5e-4,0.7100128186867968,0.0035910680645365504,0.6378320935175346,0.7631155455423237,0.8137796555086123,0.6641294005708849,google_gemma-3-12b-it_uiortholora_trAll_lr5e-4_sv1024_svec0/models__gemma-12b__triviaqa__uiortholora_trAll_sv1024_svec0_lr5e-4/results_2026-02-15T01-37-24.725408.json
models/gemma-12b/triviaqa/lora_trAll_lora_r32_lr1e-4,0.7093718843469591,0.003595092496192045,0.632731137088204,0.7605407145156099,0.8206044848878778,0.6647637170948303,google_gemma-3-12b-it_lora_trAll_lr1e-4_r32/models__gemma-12b__triviaqa__lora_trAll_lora_r32_lr1e-4/results_2026-02-18T04-57-26.906013.json
models/gemma-12b/triviaqa/vera_trAll_vera_r1024_lr5e-4,0.709015809713716,0.0035892336010755945,0.6331562167906483,0.7618281300289669,0.8176795580110497,0.6641294005708849,google_gemma-3-12b-it_vera_trAll_lr5e-4_r1024/models__gemma-12b__triviaqa__vera_trAll_vera_r1024_lr5e-4/results_2026-02-17T01-30-28.278581.json
models/gemma-12b/triviaqa/lora_trAll_lora_r64_lr5e-5,0.7089445947870674,0.003603002642721151,0.6335812964930925,0.7615062761506276,0.8160545986350342,0.665080875356803,google_gemma-3-12b-it_lora_trAll_lr5e-5_r64/models__gemma-12b__triviaqa__lora_trAll_lora_r64_lr5e-5/results_2026-02-17T10-49-53.529279.json
models/gemma-12b/triviaqa/dora_trAll_lora_r8_lr1e-5,0.7085885201538242,0.0036196939753157767,0.6391073326248672,0.7566784679755391,0.8147546311342216,0.6612749762131304,google_gemma-3-12b-it_dora_trAll_lr1e-5_r8/models__gemma-12b__triviaqa__dora_trAll_lora_r8_lr1e-5/results_2026-02-19T15-19-36.648500.json
models/gemma-12b/triviaqa/lora_trAll_lora_r16_lr1e-5,0.7083748753738783,0.003613078144738429,0.6363443145589798,0.7589314451239138,0.8124796880077998,0.6644465588328576,google_gemma-3-12b-it_lora_trAll_lr1e-5_r16/models__gemma-12b__triviaqa__lora_trAll_lora_r16_lr1e-5/results_2026-02-16T08-28-13.331205.json
models/gemma-12b/triviaqa/vera_trAll_vera_r1024_lr1e-3,0.7082324455205811,0.0035986653059660724,0.6333687566418703,0.7618281300289669,0.8141046473838154,0.6638122423089121,google_gemma-3-12b-it_vera_trAll_lr1e-3_r1024/models__gemma-12b__triviaqa__vera_trAll_vera_r1024_lr1e-3/results_2026-02-17T13-48-47.160292.json
models/gemma-12b/triviaqa/dora_trAll_lora_r8_lr5e-5,0.7081612305939324,0.003595260242092881,0.6314558979808714,0.76472481493402,0.8163795905102372,0.6612749762131304,google_gemma-3-12b-it_dora_trAll_lr5e-5_r8/models__gemma-12b__triviaqa__dora_trAll_lora_r8_lr5e-5/results_2026-02-20T17-26-10.982176.json
models/gemma-12b/triviaqa/dora_trAll_lora_r16_lr1e-5,0.7080900156672839,0.003613995363840439,0.6359192348565356,0.7598970067589315,0.8124796880077998,0.6628607675229939,google_gemma-3-12b-it_dora_trAll_lr1e-5_r16/models__gemma-12b__triviaqa__dora_trAll_lora_r16_lr1e-5/results_2026-02-19T20-26-54.873842.json
models/gemma-12b/triviaqa/lora_trAll_lora_r3_lr1e-5,0.7080900156672839,0.003624213565790676,0.6401700318809777,0.7605407145156099,0.8108547286317842,0.6574690770694577,google_gemma-3-12b-it_lora_trAll_lr1e-5_r3/models__gemma-12b__triviaqa__lora_trAll_lora_r3_lr1e-5/results_2026-02-16T01-14-36.293174.json
models/gemma-12b/triviaqa/lora_trAll_lora_r8_lr1e-5,0.7078051559606894,0.0036166704635903963,0.6357066950053135,0.762149983907306,0.8118297042573935,0.6603235014272122,google_gemma-3-12b-it_lora_trAll_lr1e-5_r8/models__gemma-12b__triviaqa__lora_trAll_lora_r8_lr1e-5/results_2026-02-16T04-52-23.120670.json
models/gemma-12b/triviaqa/dora_trAll_lora_r1_lr1e-5,0.7075915111807435,0.003611229887816532,0.6350690754516471,0.7570003218538783,0.8108547286317842,0.666349508404694,google_gemma-3-12b-it_dora_trAll_lr1e-5_r1/models__gemma-12b__triviaqa__dora_trAll_lora_r1_lr1e-5/results_2026-02-19T04-50-23.227722.json
models/gemma-12b/triviaqa/dora_trAll_lora_r3_lr5e-5,0.7071642216208517,0.003592371048252203,0.628692879914984,0.7656903765690377,0.8193045173870653,0.6571519188074849,google_gemma-3-12b-it_dora_trAll_lr5e-5_r3/models__gemma-12b__triviaqa__dora_trAll_lora_r3_lr5e-5/results_2026-02-20T12-16-12.511391.json
models/gemma-12b/triviaqa/dora_trAll_lora_r32_lr1e-5,0.707093006694203,0.0036163155953057593,0.6333687566418703,0.7615062761506276,0.8118297042573935,0.6612749762131304,google_gemma-3-12b-it_dora_trAll_lr1e-5_r32/models__gemma-12b__triviaqa__dora_trAll_lora_r32_lr1e-5/results_2026-02-20T01-45-24.351087.json
models/gemma-12b/triviaqa/lora_trAll_lora_r64_lr1e-4,0.707093006694203,0.0036076005011908383,0.6312433581296493,0.7615062761506276,0.8163795905102372,0.6600063431652394,google_gemma-3-12b-it_lora_trAll_lr1e-4_r64/models__gemma-12b__triviaqa__lora_trAll_lora_r64_lr1e-4/results_2026-02-18T08-40-14.532162.json
models/gemma-12b/triviaqa/lora_trAll_lora_r32_lr1e-5,0.7068081469876086,0.003615821796553432,0.6350690754516471,0.7586095912455745,0.8124796880077998,0.6596891849032668,google_gemma-3-12b-it_lora_trAll_lr1e-5_r32/models__gemma-12b__triviaqa__lora_trAll_lora_r32_lr1e-5/results_2026-02-16T12-07-34.688528.json
