run_name,task,model,adapter,seed,lambda_E_mix,lambda_D_mix,layer_name,mu_E,nu_D,M_E_fro,M_D_fro,RelPert_F,RelPert_2,Leak11,Leak12,Leak21,Leak11_F,Leak12_F,Leak21_F,OffTailRatio_2,OffTailRatio_F,Drift_U,Drift_V,SVDrift
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.0.attention.self.query,1.590289831161499,1.6589277982711792,11.29650592803955,11.793460845947266,0.27873772382736206,0.3224485516548157,0.7161746025085449,0.540276825428009,0.5270476937294006,0.6703815460205078,0.47501060366630554,0.4643291234970093,0.9280866384506226,0.9436238408088684,0.9999502301216125,0.9999024868011475,0.08346486836671829
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.0.attention.self.key,1.7602380514144897,1.6309638023376465,11.387203216552734,12.105266571044922,0.2933296263217926,0.31852391362190247,0.7664476037025452,0.5510312914848328,0.5595006346702576,0.6716973185539246,0.4702114164829254,0.469206839799881,0.9629979133605957,0.9445697665214539,0.9999692440032959,0.998140811920166,0.10535244643688202
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.0.attention.self.value,1.140351414680481,1.2362686395645142,8.1907320022583,8.696542739868164,0.390600323677063,0.5494904518127441,0.7278265953063965,0.516490638256073,0.5112334489822388,0.6870794892311096,0.4681747853755951,0.45864102244377136,0.9352332949638367,0.9494202136993408,0.9994843006134033,0.9998868703842163,0.14548130333423615
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.0.attention.output.dense,1.1563574075698853,1.1631824970245361,8.032970428466797,8.234936714172363,0.34276115894317627,0.21163536608219147,0.7251104712486267,0.5366575121879578,0.5445734858512878,0.6771697402000427,0.4584973156452179,0.47733044624328613,0.9320341348648071,0.9467865228652954,0.999894917011261,0.9998188614845276,0.12386754900217056
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.1.attention.self.query,1.4518972635269165,1.3600540161132812,9.933061599731445,10.487825393676758,0.2920888066291809,0.19863687455654144,0.7270885705947876,0.5514023303985596,0.5558592677116394,0.6818049550056458,0.47247469425201416,0.4593486189842224,0.9324813485145569,0.9480927586555481,0.9991768598556519,0.9999814629554749,0.0832926332950592
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.1.attention.self.key,1.6067637205123901,1.4088162183761597,10.37791919708252,10.626514434814453,0.3185347616672516,0.3020845055580139,0.681287944316864,0.5159437656402588,0.5501345992088318,0.6796364784240723,0.4761371314525604,0.45819950103759766,0.914877712726593,0.9478081464767456,0.9998934268951416,0.9988100528717041,0.09665986895561218
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.1.attention.self.value,1.082732081413269,1.1666080951690674,7.746122360229492,8.27552318572998,0.30414658784866333,0.3582867383956909,0.7486582398414612,0.5322004556655884,0.5333616137504578,0.6890347599983215,0.46375060081481934,0.4614359140396118,0.9410826563835144,0.9500146508216858,0.9999281167984009,0.999973714351654,0.10149843990802765
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.1.attention.output.dense,1.0255364179611206,1.266431450843811,7.349534511566162,7.874508380889893,0.32593727111816406,0.327472060918808,0.7246646881103516,0.5439577698707581,0.5391098856925964,0.6983148455619812,0.4743421971797943,0.44387415051460266,0.9313302040100098,0.9536490440368652,0.9994925856590271,0.9997077584266663,0.11835281550884247
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.2.attention.self.query,1.3679264783859253,1.442128300666809,10.110053062438965,11.01279354095459,0.3393251895904541,0.2003999799489975,0.7696390151977539,0.5755314826965332,0.5436062812805176,0.6765198111534119,0.473118394613266,0.461666077375412,0.9333136677742004,0.9457470774650574,0.9998681545257568,0.9999032616615295,0.14073868095874786
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.2.attention.self.key,1.5422776937484741,1.5048718452453613,10.405457496643066,10.92054557800293,0.3539392352104187,0.4062867760658264,0.7146320343017578,0.5393401980400085,0.5052911639213562,0.6764795184135437,0.4728262722492218,0.4624524712562561,0.9348506927490234,0.9459534883499146,0.9998080730438232,0.999142587184906,0.13338524103164673
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.2.attention.self.value,1.128649353981018,1.1585968732833862,7.441291809082031,8.023470878601074,0.26419004797935486,0.30353623628616333,0.7301669716835022,0.4941561818122864,0.5346038937568665,0.6857066750526428,0.4543309509754181,0.4749545753002167,0.9423279166221619,0.9497226476669312,0.9996870160102844,0.9974202513694763,0.09959296137094498
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.2.attention.output.dense,1.1437208652496338,1.3275110721588135,7.635503768920898,8.378409385681152,0.36076247692108154,0.42151138186454773,0.7815871834754944,0.5611653327941895,0.455618679523468,0.7101958394050598,0.4808473587036133,0.42465123534202576,0.9558457732200623,0.9569165110588074,0.9999336004257202,0.9998010396957397,0.1090329959988594
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.3.attention.self.query,1.37931227684021,1.5878145694732666,10.906099319458008,11.385565757751465,0.3673839867115021,0.21638573706150055,0.7234926819801331,0.5724323987960815,0.5264954566955566,0.6794909238815308,0.4771820902824402,0.4561225473880768,0.9171797037124634,0.9472234845161438,0.9999963641166687,0.9999585747718811,0.12798959016799927
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.3.attention.self.key,1.5130994319915771,1.63568115234375,10.967179298400879,11.324398040771484,0.37617814540863037,0.4400686025619507,0.7374482750892639,0.5599364042282104,0.5211694240570068,0.6752889752388,0.4778235852718353,0.4584237039089203,0.9369053244590759,0.945655107498169,0.999806821346283,0.9999939203262329,0.12751555442810059
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.3.attention.self.value,1.1062003374099731,1.1794523000717163,8.039117813110352,8.339544296264648,0.29173558950424194,0.2620069682598114,0.7093396782875061,0.5044090151786804,0.5765111446380615,0.6821438670158386,0.44990453124046326,0.4822861850261688,0.9314761161804199,0.9487418532371521,0.9999801516532898,0.9999789595603943,0.10914947837591171
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.3.attention.output.dense,0.9522429704666138,1.1578247547149658,6.73238468170166,8.260075569152832,0.29942378401756287,0.3667362630367279,0.7827979922294617,0.5534833669662476,0.45287570357322693,0.7127870917320251,0.4953858256340027,0.4075583517551422,0.96010822057724,0.9588332772254944,0.9996342658996582,0.9999403357505798,0.09936588257551193
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.4.attention.self.query,1.5069504976272583,1.6280407905578613,10.915595054626465,11.373291015625,0.36296844482421875,0.23454806208610535,0.7095084190368652,0.5258069634437561,0.5700393319129944,0.6821640133857727,0.46688827872276306,0.46550363302230835,0.9287633895874023,0.9485771059989929,0.9999796748161316,0.9999952912330627,0.13760370016098022
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.4.attention.self.key,1.5958553552627563,1.709257960319519,11.271012306213379,11.623564720153809,0.3944583833217621,0.4955209493637085,0.6874074935913086,0.593394935131073,0.5072692632675171,0.6728503704071045,0.47130322456359863,0.4669187068939209,0.9217332005500793,0.9448014497756958,0.9995889067649841,0.999977171421051,0.15269362926483154
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.4.attention.self.value,1.2237927913665771,1.1694188117980957,7.855664253234863,8.312566757202148,0.28347551822662354,0.31982746720314026,0.7382664680480957,0.48401105403900146,0.5493466854095459,0.6942995190620422,0.4438936412334442,0.47767388820648193,0.9471816420555115,0.9523894190788269,0.9996154308319092,0.9999999403953552,0.12064732611179352
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.4.attention.output.dense,1.1881678104400635,1.1635828018188477,7.084227561950684,8.915624618530273,0.363514244556427,0.4055800437927246,0.7916234731674194,0.6147915720939636,0.5021844506263733,0.7127090692520142,0.5018717050552368,0.40115565061569214,0.959792971611023,0.9594420194625854,0.999986469745636,0.9992216229438782,0.14968763291835785
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.5.attention.self.query,1.49168860912323,1.6637771129608154,10.744314193725586,11.088611602783203,0.3645355999469757,0.214243546128273,0.7358143329620361,0.5505788922309875,0.5313867926597595,0.6828728914260864,0.4702737033367157,0.4609755873680115,0.9365860223770142,0.9485476613044739,0.9999914169311523,0.9997434616088867,0.1376446932554245
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.5.attention.self.key,1.5363140106201172,1.5175530910491943,11.64192008972168,11.833991050720215,0.4548491835594177,0.5337784886360168,0.7406211495399475,0.5663310885429382,0.5408028364181519,0.6710982918739319,0.47426939010620117,0.46553289890289307,0.9408630728721619,0.9443537592887878,0.9999703168869019,0.9999693632125854,0.1904430389404297
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.5.attention.self.value,1.2018630504608154,1.2852212190628052,8.435145378112793,8.963744163513184,0.3050789535045624,0.42730581760406494,0.7470420002937317,0.5531263947486877,0.5270087122917175,0.6912471652030945,0.4538733959197998,0.46931588649749756,0.9483197927474976,0.9507132172584534,1.0,0.9999482035636902,0.1122036874294281
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.5.attention.output.dense,1.0513612031936646,1.164413571357727,7.163208961486816,8.575620651245117,0.3170473277568817,0.33083635568618774,0.7717103362083435,0.5683925151824951,0.5350068211555481,0.7078763842582703,0.49238064885139465,0.41522839665412903,0.9570911526679993,0.9569323658943176,0.9999623894691467,0.99993896484375,0.1301620751619339
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.6.attention.self.query,1.7810850143432617,1.7148432731628418,12.144620895385742,12.051591873168945,0.4526507556438446,0.5389923453330994,0.6902559995651245,0.5464226603507996,0.5316287875175476,0.6752420663833618,0.47363561391830444,0.4628235697746277,0.9103295207023621,0.9456606507301331,0.9998430013656616,0.9999210834503174,0.2083972543478012
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.6.attention.self.key,1.782463788986206,1.6473145484924316,12.44575309753418,12.547141075134277,0.5106179714202881,0.661544144153595,0.7225554585456848,0.5446673035621643,0.4870679974555969,0.6799193620681763,0.473145991563797,0.4596347510814667,0.9327743649482727,0.9472084641456604,0.9998341202735901,0.9999957084655762,0.26949232816696167
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.6.attention.self.value,1.2198573350906372,1.4389389753341675,9.450479507446289,9.755183219909668,0.37144559621810913,0.510513186454773,0.7149680256843567,0.544032633304596,0.559350311756134,0.6796485781669617,0.45421549677848816,0.4787478744983673,0.9232154488563538,0.9472173452377319,0.9994586706161499,0.9999852180480957,0.15448422729969025
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.6.attention.output.dense,1.0954707860946655,1.2345689535140991,7.814687728881836,8.919031143188477,0.36359789967536926,0.29417863488197327,0.7718873620033264,0.5539450645446777,0.46361809968948364,0.7151401042938232,0.4841559827327728,0.41634881496429443,0.9557607173919678,0.9586206674575806,0.9993906617164612,0.9995826482772827,0.08311782777309418
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.7.attention.self.query,1.6323058605194092,1.878994107246399,12.07924747467041,13.345711708068848,0.4771934747695923,0.6002048850059509,0.7250764966011047,0.5426405072212219,0.5020697712898254,0.6760331988334656,0.4723159074783325,0.4640606641769409,0.9339943528175354,0.9461715221405029,0.999999463558197,0.9999578595161438,0.20781230926513672
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.7.attention.self.key,1.7151583433151245,1.7049193382263184,11.981880187988281,12.279489517211914,0.4396762549877167,0.4945247769355774,0.7084830403327942,0.5362808108329773,0.5688881278038025,0.6681457161903381,0.4679560959339142,0.47416654229164124,0.9249618649482727,0.9434012770652771,0.9999999403953552,0.9999855756759644,0.22123782336711884
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.7.attention.self.value,1.1877776384353638,1.3996891975402832,8.696191787719727,9.564163208007812,0.4226464033126831,0.523769199848175,0.758536696434021,0.5420564413070679,0.5403603911399841,0.7012073993682861,0.45313435792922974,0.4594186842441559,0.948060929775238,0.9528144598007202,0.9999462962150574,0.9999006390571594,0.13917678594589233
A_no_reg_seed17,rte_lin,roberta-base,uiortholora,17,0.0,0.0,base_model.model.roberta.encoder.layer.7.attention.output.dense,1.0880635976791382,1.249089241027832,8.042318344116211,9.156240463256836,0.47166553139686584,0.4522727131843567,0.7970027923583984,0.5627613067626953,0.49036821722984314,0.7071361541748047,0.47936850786209106,0.42710569500923157,0.9667804837226868,0.9550026059150696,0.9997485876083374,0.9999772310256958,0.12396007776260376
