source_file,adapter_type,lr,rank,svals,svecs,tr_from_name,tr_actual,accuracy,negative_shift_count,negative_shift_score,positive_shift_count,positive_shift_score,raw_adapter_name
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-2,16,,,,10938,0.007167672334978973,4069,4048.4,0,0.0,dora_trAll_lora_r16_lr1e-2
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-2,1,,,,10938,0.00018284878405558602,4214,4208.299999999999,0,0.0,dora_trAll_lora_r1_lr1e-2
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-2,32,,,,10938,0.01777290181020296,3937,3922.3,0,0.0,dora_trAll_lora_r32_lr1e-2
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-2,3,,,,10938,0.02056134576705065,3882,3871.9,0,0.0,dora_trAll_lora_r3_lr1e-2
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-2,64,,,,10938,0.018924849149753155,3897,3886.2,0,0.0,dora_trAll_lora_r64_lr1e-2
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-2,8,,,,10938,0.020149936002925584,3895,3884.0999999999995,0,0.0,dora_trAll_lora_r8_lr1e-2
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-3,16,,,,10938,0.9964710184677271,2899,2888.5,21,18.899999999999995,dora_trAll_lora_r16_lr1e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-3,1,,,,10938,0.012890839275918815,4002,3984.7,0,0.0,dora_trAll_lora_r1_lr1e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-3,32,,,,10938,0.9965624428597549,2835,2824.4,14,12.600000000000001,dora_trAll_lora_r32_lr1e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-3,3,,,,10938,0.025031998537209728,3837,3823.5,0,0.0,dora_trAll_lora_r3_lr1e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-3,64,,,,10938,0.9968001462790272,2842,2831.2999999999997,12,10.8,dora_trAll_lora_r64_lr1e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-3,8,,,,10938,0.9953007862497715,2960,2951.1,18,16.2,dora_trAll_lora_r8_lr1e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,16,,,,10938,0.9932254525507407,1554,1546.1,23,20.699999999999992,dora_trAll_lora_r16_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,1,,,,10938,0.9895867617480344,1579,1570.8000000000002,26,23.4,dora_trAll_lora_r1_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,32,,,,10938,0.9928780398610348,1523,1515.5,22,19.799999999999994,dora_trAll_lora_r32_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,3,,,,10938,0.9918449442311208,1518,1510.3,27,24.299999999999997,dora_trAll_lora_r3_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,64,,,,10938,0.9918358017919181,1523,1514.4,22,19.799999999999994,dora_trAll_lora_r64_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-4,8,,,,10938,0.9915798134942402,1469,1461.2,22,19.799999999999994,dora_trAll_lora_r8_lr1e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,16,,,,10938,0.30647284695556776,1142,1123.7,20,17.999999999999996,dora_trAll_lora_r16_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,1,,,,10938,0.3199945145364783,1192,1173.3000000000002,15,13.500000000000002,dora_trAll_lora_r1_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,32,,,,10938,0.3110532089961602,1119,1100.6000000000001,15,13.500000000000002,dora_trAll_lora_r32_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,3,,,,10938,0.3090053026147377,1127,1106.0,16,14.4,dora_trAll_lora_r3_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,64,,,,10938,0.3196105320899616,1135,1116.8,17,15.3,dora_trAll_lora_r64_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,1e-5,8,,,,10938,0.30045712196013896,1126,1107.0,14,12.600000000000001,dora_trAll_lora_r8_lr1e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-3,16,,,,10938,0.02326750777107332,3874,3863.0,0,0.0,dora_trAll_lora_r16_lr5e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-3,1,,,,10938,0.00019199122325836535,4214,4208.299999999999,0,0.0,dora_trAll_lora_r1_lr5e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-3,32,,,,10938,0.02825013713658804,3870,3855.8,0,0.0,dora_trAll_lora_r32_lr5e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-3,3,,,,10938,0.004735783507039679,4142,4123.1,0,0.0,dora_trAll_lora_r3_lr5e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-3,64,,,,10938,0.02461144633388188,3871,3859.1,0,0.0,dora_trAll_lora_r64_lr5e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-3,8,,,,10938,0.007414518193454014,4054,4034.0,0,0.0,dora_trAll_lora_r8_lr5e-3
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-4,16,,,,10938,0.9967087218869994,1943,1933.8,19,17.099999999999998,dora_trAll_lora_r16_lr5e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-4,1,,,,10938,0.9927683305906015,2167,2157.9,22,19.799999999999994,dora_trAll_lora_r1_lr5e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-4,32,,,,10938,0.9968001462790272,1891,1881.0,17,15.3,dora_trAll_lora_r32_lr5e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-4,3,,,,10938,0.9964253062717132,2087,2078.0,15,13.500000000000002,dora_trAll_lora_r3_lr5e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-4,64,,,,10938,0.9968001462790272,1824,1815.3000000000002,22,19.799999999999994,dora_trAll_lora_r64_lr5e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-4,8,,,,10938,0.9963338818796854,1994,1986.1,24,21.6,dora_trAll_lora_r8_lr5e-4
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,16,,,,10938,0.9674072042420918,1573,1564.9,26,23.4,dora_trAll_lora_r16_lr5e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,1,,,,10938,0.9676631925397697,1637,1628.5,25,22.5,dora_trAll_lora_r1_lr5e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,32,,,,10938,0.9716584384713841,1644,1633.7,25,22.5,dora_trAll_lora_r32_lr5e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,3,,,,10938,0.9681568842567198,1574,1566.3999999999999,29,26.099999999999994,dora_trAll_lora_r3_lr5e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,64,,,,10938,0.9698299506308283,1539,1530.8,26,23.4,dora_trAll_lora_r64_lr5e-5
google_gemma-3-12b-it_scores-dora.jsonl,dora,5e-5,8,,,,10938,0.9667398061802888,1589,1580.8,28,25.199999999999996,dora_trAll_lora_r8_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-2,3,,,,10938,0.024099469738526242,3919,3904.7,0,0.0,google_gemma-3-12b-it_lora_trAll_lora_r3_lr1e-2
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-3,3,,,,10938,0.029392942036935453,3865,3851.9,0,0.0,google_gemma-3-12b-it_lora_trAll_lora_r3_lr1e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-4,1,,,,10938,0.9940939842750047,1635,1626.5,24,21.6,google_gemma-3-12b-it_lora_trAll_lora_r1_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-4,3,,,,10938,0.9960687511428049,1573,1564.5,20,17.999999999999996,google_gemma-3-12b-it_lora_trAll_lora_r3_lr1e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-5,3,,,,10938,0.6825836533187055,1911,1902.3999999999999,21,18.899999999999995,google_gemma-3-12b-it_lora_trAll_lora_r3_lr1e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,1e-6,3,,,,10938,0.1282684220149936,566,548.1,10,9.0,google_gemma-3-12b-it_lora_trAll_lora_r3_lr1e-6
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-3,3,,,,10938,0.021439019930517462,3955,3941.1000000000004,0,0.0,google_gemma-3-12b-it_lora_trAll_lora_r3_lr5e-3
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-4,3,,,,10938,0.17726275370268788,3509,3494.1,3,2.7,google_gemma-3-12b-it_lora_trAll_lora_r3_lr5e-4
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,16,,,,10938,0.9925854818065462,1507,1498.0,25,22.5,google_gemma-3-12b-it_lora_trAll_lora_r16_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,1,,,,10938,0.9902541598098372,1596,1589.3,24,21.6,google_gemma-3-12b-it_lora_trAll_lora_r1_lr5e-5
google_gemma-3-12b-it_scores-lora.jsonl,lora,5e-5,3,,,,10938,0.9920003656975681,1549,1541.3000000000002,26,23.4,google_gemma-3-12b-it_lora_trAll_lora_r3_lr5e-5
