epoch,step,train_loss,eval_loss
0.0032530904359141183,10,1.3058716773986816,
0.006506180871828237,20,1.2955141067504883,
0.009759271307742356,30,1.2914003372192382,
0.013012361743656473,40,1.295224952697754,
0.01626545217957059,50,1.266468620300293,
0.01951854261548471,60,1.3249030113220215,
0.02277163305139883,70,1.266983985900879,
0.026024723487312947,80,1.3122190475463866,
0.029277813923227064,90,1.298591136932373,
0.03253090435914118,100,1.2306092262268067,
0.035783994795055306,110,1.2998997688293457,
0.03903708523096942,120,1.2747714042663574,
0.04229017566688354,130,1.2498580932617187,
0.04554326610279766,140,1.2464130401611329,
0.048796356538711776,150,1.340134048461914,
0.05204944697462589,160,1.3888832092285157,
0.05530253741054001,170,1.2691959381103515,
0.05855562784645413,180,1.2389387130737304,
0.06180871828236825,190,1.2804102897644043,
0.06506180871828236,200,1.2441509246826172,
0.06831489915419649,210,1.246820068359375,
0.07156798959011061,220,1.189354133605957,
0.07482108002602472,230,1.1704252243041993,
0.07807417046193885,240,1.2235145568847656,
0.08132726089785296,250,1.2410431861877442,
0.08458035133376708,260,1.208890724182129,
0.08783344176968119,270,1.1292482376098634,
0.09108653220559532,280,1.163108730316162,
0.09433962264150944,290,1.1432295799255372,
0.09759271307742355,300,1.1815423011779784,
0.10084580351333768,310,1.1617815017700195,
0.10409889394925179,320,1.109100914001465,
0.10735198438516591,330,1.168375301361084,
0.11060507482108002,340,1.1085487365722657,
0.11385816525699415,350,1.127081298828125,
0.11711125569290826,360,1.1783831596374512,
0.12036434612882238,370,1.1448962211608886,
0.1236174365647365,380,1.13818359375,
0.12687052700065063,390,1.146571159362793,
0.13012361743656473,400,1.1438087463378905,
0.13337670787247885,410,1.1147266387939454,
0.13662979830839297,420,1.0935389518737793,
0.1398828887443071,430,1.0958608627319335,
0.14313597918022122,440,1.1576898574829102,
0.14638906961613532,450,1.0981712341308594,
0.14964216005204944,460,1.0592677116394043,
0.15289525048796357,470,1.1105897903442383,
0.1561483409238777,480,1.1087563514709473,
0.1594014313597918,490,1.105433750152588,
0.16265452179570591,500,1.1766417503356934,
0.16590761223162004,510,1.147756290435791,
0.16916070266753416,520,1.0737039566040039,
0.1724137931034483,530,1.1072504997253418,
0.17566688353936238,540,1.1155428886413574,
0.1789199739752765,550,1.0880582809448243,
0.18217306441119063,560,1.0793519020080566,
0.18542615484710476,570,1.1077565193176269,
0.18867924528301888,580,1.0746040344238281,
0.19193233571893298,590,1.1015617370605468,
0.1951854261548471,600,1.0976142883300781,
0.19843851659076123,610,1.1114724159240723,
