epoch,step,train_loss,eval_loss
0.0032530904359141183,10,1.3040454864501954,
0.006506180871828237,20,1.293667984008789,
0.009759271307742356,30,1.2891599655151367,
0.013012361743656473,40,1.2927044868469237,
0.01626545217957059,50,1.265976905822754,
0.01951854261548471,60,1.3232956886291505,
0.02277163305139883,70,1.26196346282959,
0.026024723487312947,80,1.3042660713195802,
0.029277813923227064,90,1.284987735748291,
0.03253090435914118,100,1.2124483108520507,
0.035783994795055306,110,1.2724665641784667,
0.03903708523096942,120,1.243035125732422,
0.04229017566688354,130,1.207708740234375,
0.04554326610279766,140,1.1969453811645507,
0.048796356538711776,150,1.2637431144714355,
0.05204944697462589,160,1.2875069618225097,
0.05530253741054001,170,1.170398235321045,
0.05855562784645413,180,1.147532081604004,
0.06180871828236825,190,1.1703199386596679,
0.06506180871828236,200,1.1307656288146972,
0.06831489915419649,210,1.1291960716247558,
0.07156798959011061,220,1.0857231140136718,
0.07482108002602472,230,1.0666850090026856,
0.07807417046193885,240,1.1037886619567872,
0.08132726089785296,250,1.1229825019836426,
0.08458035133376708,260,1.1061413764953614,
0.08783344176968119,270,1.0285728454589844,
0.09108653220559532,280,1.0643497467041017,
0.09433962264150944,290,1.051951789855957,
0.09759271307742355,300,1.084640121459961,
0.10084580351333768,310,1.058786964416504,
0.10409889394925179,320,1.0218905448913573,
0.10735198438516591,330,1.0830286026000977,
0.11060507482108002,340,1.0362360954284668,
0.11385816525699415,350,1.051007080078125,
0.11711125569290826,360,1.0995949745178222,
0.12036434612882238,370,1.072030735015869,
0.1236174365647365,380,1.0705984115600586,
0.12687052700065063,390,1.0776350975036622,
0.13012361743656473,400,1.0716455459594727,
0.13337670787247885,410,1.0414551734924316,
0.13662979830839297,420,1.027267074584961,
0.1398828887443071,430,1.029012393951416,
0.14313597918022122,440,1.0728017807006835,
0.14638906961613532,450,1.0292702674865724,
0.14964216005204944,460,0.995882225036621,
0.15289525048796357,470,1.0363334655761718,
0.1561483409238777,480,1.038376235961914,
0.1594014313597918,490,1.027776050567627,
0.16265452179570591,500,1.107679557800293,
0.16590761223162004,510,1.0696564674377442,
0.16916070266753416,520,1.0016159057617187,
0.1724137931034483,530,1.0392009735107421,
0.17566688353936238,540,1.0380844116210937,
0.1789199739752765,550,1.0233828544616699,
0.18217306441119063,560,1.0010141372680663,
